DateTime,Number Of Transactions,Price
2013-12-02T00:00:00.000Z,71918.85714285714,978.3657142857143
2013-12-09T00:00:00.000Z,60464.57142857143,921.5464285714287
2013-12-16T00:00:00.000Z,66139,682.04
2013-12-23T00:00:00.000Z,52692,738.4121428571428
2013-12-30T00:00:00.000Z,53427.71428571428,852.6885714285714
2014-01-06T00:00:00.000Z,58756.857142857145,957.1642857142857
2014-01-13T00:00:00.000Z,55394,921.1728571428572
2014-01-20T00:00:00.000Z,62576.71428571428,954.467857142857
2014-01-27T00:00:00.000Z,59743.857142857145,946.0814285714285
2014-02-03T00:00:00.000Z,65312.857142857145,816.6714285714286
2014-02-10T00:00:00.000Z,65408.57142857143,484.1564285714286
2014-02-17T00:00:00.000Z,65097.71428571428,246.30571428571426
2014-02-24T00:00:00.000Z,69748.57142857143,443.51785714285717
2014-03-03T00:00:00.000Z,72554.14285714286,634.2078571428573
2014-03-10T00:00:00.000Z,69498.14285714286,619.2485714285714
2014-03-17T00:00:00.000Z,66131.28571428571,579.7357142857143
2014-03-24T00:00:00.000Z,65728.85714285714,515.2564285714286
2014-03-31T00:00:00.000Z,62087.42857142857,445.5300000000001
2014-04-07T00:00:00.000Z,61638.71428571428,444.1478571428571
2014-04-14T00:00:00.000Z,62338,497.5092857142857
2014-04-21T00:00:00.000Z,65750.57142857143,482.34642857142853
2014-04-28T00:00:00.000Z,59829.42857142857,443.78499999999997
2014-05-05T00:00:00.000Z,65578.85714285714,441.59499999999997
2014-05-12T00:00:00.000Z,65333.142857142855,444.58214285714286
2014-05-19T00:00:00.000Z,65872.85714285714,499.06857142857143
2014-05-26T00:00:00.000Z,63678.857142857145,591.1742857142857
2014-06-02T00:00:00.000Z,61141.142857142855,649.1528571428571
2014-06-09T00:00:00.000Z,60430.42857142857,619.6214285714285
2014-06-16T00:00:00.000Z,62205.833333333336,599.3600000000001
2014-06-16T00:00:00.000Z,50638.5,596.5250000000001
2014-06-23T00:00:00.000Z,59625.71428571428,589.8464285714284
2014-06-30T00:00:00.000Z,61548.28571428572,630.1400000000001
2014-07-07T00:00:00.000Z,61839.142857142855,622.5435714285715
2014-07-14T00:00:00.000Z,63213.857142857145,622.9342857142857
2014-07-21T00:00:00.000Z,62004.142857142855,611.0685714285715
2014-07-28T00:00:00.000Z,62684.28571428572,585.9942857142858
2014-08-04T00:00:00.000Z,68256.28571428571,592.3721428571428
2014-08-11T00:00:00.000Z,72681,532.2871428571428
2014-08-18T00:00:00.000Z,67970,498.02714285714285
2014-08-25T00:00:00.000Z,67620.85714285714,508.45714285714286
2014-09-01T00:00:00.000Z,68104.14285714286,483.935
2014-09-08T00:00:00.000Z,70492.42857142857,477.6542857142857
2014-09-15T00:00:00.000Z,73755.42857142857,438.17714285714294
2014-09-22T00:00:00.000Z,71743.14285714286,410.1628571428572
2014-09-29T00:00:00.000Z,73693,367.2864285714286
2014-10-06T00:00:00.000Z,75473.14285714286,350.45714285714286
2014-10-13T00:00:00.000Z,73124.42857142857,386.5785714285715
2014-10-20T00:00:00.000Z,78022.71428571429,367.0314285714286
2014-10-27T00:00:00.000Z,84387.14285714286,340.71428571428567
2014-11-03T00:00:00.000Z,84372.85714285714,338.61642857142857
2014-11-10T00:00:00.000Z,85529.57142857143,392.3114285714286
2014-11-17T00:00:00.000Z,83532,371.4078571428572
2014-11-24T00:00:00.000Z,84536.71428571429,375.3764285714286
2014-12-01T00:00:00.000Z,91665.71428571429,376.47285714285715
2014-12-08T00:00:00.000Z,84425.14285714286,353.6257142857143
2014-12-15T00:00:00.000Z,92920.42857142857,326.8957142857143
2014-12-22T00:00:00.000Z,82138.85714285714,324.5957142857143
2014-12-29T00:00:00.000Z,78922.71428571429,306.72928571428577
2015-01-05T00:00:00.000Z,96890.42857142857,279.80071428571426
2015-01-12T00:00:00.000Z,100688.14285714286,217.5307142857143
2015-01-19T00:00:00.000Z,92884.71428571429,227.41285714285715
2015-01-26T00:00:00.000Z,90027.14285714286,243.51071428571433
2015-02-02T00:00:00.000Z,87034.85714285714,226.74928571428572
2015-02-09T00:00:00.000Z,98558.28571428571,229.16857142857143
2015-02-16T00:00:00.000Z,97053.42857142857,239.94642857142858
2015-02-23T00:00:00.000Z,98955,242.64357142857145
2015-03-02T00:00:00.000Z,98351.85714285714,273.0657142857143
2015-03-09T00:00:00.000Z,97059.71428571429,288.99571428571426
2015-03-16T00:00:00.000Z,99662.42857142857,269.2421428571429
2015-03-23T00:00:00.000Z,96378,250.6521428571428
2015-03-30T00:00:00.000Z,106014.14285714286,248.9857142857143
2015-04-06T00:00:00.000Z,106112.57142857143,244.1792857142857
2015-04-13T00:00:00.000Z,103401,223.78500000000003
2015-04-20T00:00:00.000Z,107314.85714285714,229.11214285714286
2015-04-27T00:00:00.000Z,105207.14285714286,231.61571428571432
2015-05-04T00:00:00.000Z,105068,238.44499999999996
2015-05-11T00:00:00.000Z,102132.14285714286,238.16642857142855
2015-05-18T00:00:00.000Z,99172.42857142857,236.24571428571426
2015-05-25T00:00:00.000Z,112025.14285714286,236.17428571428573
2015-06-01T00:00:00.000Z,112767.57142857143,225.03857142857146
2015-06-08T00:00:00.000Z,116791.14285714286,229.9892857142857
2015-06-15T00:00:00.000Z,118981.28571428571,244.74500000000003
2015-06-22T00:00:00.000Z,113006.71428571429,244.53714285714287
2015-06-29T00:00:00.000Z,130814.14285714286,258.4814285714286
2015-07-06T00:00:00.000Z,192233.14285714287,278.97285714285715
2015-07-13T00:00:00.000Z,125822.57142857143,281.19214285714287
2015-07-20T00:00:00.000Z,114737.14285714286,280.6264285714286
2015-07-27T00:00:00.000Z,128419.57142857143,286.76214285714286
2015-08-03T00:00:00.000Z,117768.28571428571,276.3664285714286
2015-08-10T00:00:00.000Z,108954.85714285714,263.79785714285714
2015-08-17T00:00:00.000Z,112459.14285714286,237.26714285714283
2015-08-24T00:00:00.000Z,116640.71428571429,223.61357142857145
2015-08-31T00:00:00.000Z,124414.57142857143,230.24500000000003
2015-09-07T00:00:00.000Z,138006.2857142857,238.42928571428573
2015-09-14T00:00:00.000Z,163110.7142857143,231.42499999999998
2015-09-21T00:00:00.000Z,125395.28571428571,231.81214285714285
2015-09-28T00:00:00.000Z,130893.28571428571,239.84285714285716
2015-10-05T00:00:00.000Z,127362.28571428571,243.33214285714288
2015-10-12T00:00:00.000Z,137667.2857142857,256.32571428571424
2015-10-19T00:00:00.000Z,143286.14285714287,273.72999999999996
2015-10-26T00:00:00.000Z,152280,305.96642857142854
2015-11-02T00:00:00.000Z,170916.7142857143,385.1992857142856
2015-11-09T00:00:00.000Z,155320.57142857142,339.07142857142856
2015-11-16T00:00:00.000Z,153032,326.6114285714285
2015-11-23T00:00:00.000Z,152841.2857142857,340.9107142857143
2015-11-30T00:00:00.000Z,178364.14285714287,369.67071428571427
2015-12-07T00:00:00.000Z,203532,416.9628571428571
2015-12-14T00:00:00.000Z,216251.7142857143,451.66142857142853
2015-12-21T00:00:00.000Z,200497.2857142857,437.3521428571429
2015-12-28T00:00:00.000Z,157899.14285714287,428.2228571428571
2016-01-04T00:00:00.000Z,178391.57142857142,440.53785714285715
2016-01-11T00:00:00.000Z,190921.85714285713,414.9757142857143
2016-01-18T00:00:00.000Z,205440.7142857143,393.0821428571429
2016-01-25T00:00:00.000Z,214658.2857142857,384.8978571428571
2016-02-01T00:00:00.000Z,216834.14285714287,377.6992857142858
2016-02-08T00:00:00.000Z,212249.42857142858,382.505
2016-02-15T00:00:00.000Z,216612,418.41428571428565
2016-02-22T00:00:00.000Z,220415.57142857142,426.5564285714286
2016-02-29T00:00:00.000Z,234069.7142857143,419.41999999999996
2016-03-07T00:00:00.000Z,181471.2857142857,413.28428571428566
2016-03-14T00:00:00.000Z,196531.57142857142,412.60571428571427
2016-03-21T00:00:00.000Z,181820,415.5421428571429
2016-03-28T00:00:00.000Z,196406.7142857143,416.51000000000005
2016-04-04T00:00:00.000Z,208634.85714285713,419.22214285714284
2016-04-11T00:00:00.000Z,215470,424.93642857142856
2016-04-18T00:00:00.000Z,207975.42857142858,441.31
2016-04-25T00:00:00.000Z,232103.7142857143,453.52642857142865
2016-05-02T00:00:00.000Z,220996.7142857143,450.95214285714286
2016-05-09T00:00:00.000Z,225512.57142857142,455.2357142857142
2016-05-16T00:00:00.000Z,216838.2857142857,448.0678571428572
2016-05-23T00:00:00.000Z,217756.42857142858,467.4021428571429
2016-05-30T00:00:00.000Z,216176.57142857142,547.5471428571428
2016-06-06T00:00:00.000Z,224387.14285714287,584.9628571428572
2016-06-13T00:00:00.000Z,247517.42857142858,716.8328571428572
2016-06-20T00:00:00.000Z,228618.7142857143,655.8071428571429
2016-06-27T00:00:00.000Z,209644.42857142858,656.8042857142857
2016-07-04T00:00:00.000Z,202544.57142857142,653.4207142857143
2016-07-11T00:00:00.000Z,205801,659.8285714285714
2016-07-18T00:00:00.000Z,213015.14285714287,662.467857142857
2016-07-25T00:00:00.000Z,224429.42857142858,651.647857142857
2016-08-01T00:00:00.000Z,223727.2857142857,573.7685714285715
2016-08-08T00:00:00.000Z,230523.7142857143,586.4164285714286
2016-08-15T00:00:00.000Z,224870.57142857142,574.5842857142858
2016-08-22T00:00:00.000Z,218412.42857142858,578.7192857142857
2016-08-29T00:00:00.000Z,218773.42857142858,589.8007142857143
2016-09-05T00:00:00.000Z,218837.2857142857,614.652142857143
2016-09-12T00:00:00.000Z,218869,608.0121428571429
2016-09-19T00:00:00.000Z,223682.42857142858,602.655
2016-09-26T00:00:00.000Z,229483.57142857142,606.505
2016-10-03T00:00:00.000Z,256044,612.7178571428573
2016-10-10T00:00:00.000Z,228250.2857142857,633.01
2016-10-17T00:00:00.000Z,233122.42857142858,637.5607142857143
2016-10-24T00:00:00.000Z,243180.14285714287,676.9285714285714
2016-10-31T00:00:00.000Z,248698.2857142857,706.2692857142857
2016-11-07T00:00:00.000Z,259281.7142857143,710.3442857142857
2016-11-14T00:00:00.000Z,269626.14285714284,728.2342857142858
2016-11-21T00:00:00.000Z,286753.4285714286,736.4578571428573
2016-11-28T00:00:00.000Z,281376,749.3292857142859
2016-12-05T00:00:00.000Z,277173.85714285716,764.8764285714286
2016-12-12T00:00:00.000Z,268958.85714285716,779.6878571428571
2016-12-19T00:00:00.000Z,280300.5714285714,844.72
2016-12-26T00:00:00.000Z,267007.4285714286,944.49
2017-01-02T00:00:00.000Z,299760.5714285714,975.6692857142856
2017-01-09T00:00:00.000Z,277576.14285714284,836.2957142857142
2017-01-16T00:00:00.000Z,279552.4285714286,881.9349999999998
2017-01-23T00:00:00.000Z,269077.5714285714,911.1442857142856
2017-01-30T00:00:00.000Z,295093.14285714284,981.4142857142857
2017-02-06T00:00:00.000Z,287482,1010.9842857142856
2017-02-13T00:00:00.000Z,291284.85714285716,1023.3285714285714
2017-02-20T00:00:00.000Z,300779.14285714284,1125.0007142857144
2017-02-27T00:00:00.000Z,305587,1228.1878571428572
2017-03-06T00:00:00.000Z,289520.85714285716,1193.5242857142857
2017-03-13T00:00:00.000Z,299027.6,1203.61
2017-03-13T00:00:00.000Z,275020.6666666667,1052.1916666666666
2017-03-20T00:00:00.000Z,274851.85714285716,1017.107857142857
2017-03-27T00:00:00.000Z,265498.28571428574,1050.9557142857143
2017-04-03T00:00:00.000Z,273126.28571428574,1160.7921428571428
2017-04-10T00:00:00.000Z,265827.28571428574,1170.3878571428572
2017-04-17T00:00:00.000Z,281485.5714285714,1221.0692857142858
2017-04-24T00:00:00.000Z,301213.14285714284,1298.7535714285716
2017-05-01T00:00:00.000Z,317722.71428571426,1487.8828571428571
2017-05-08T00:00:00.000Z,331453,1714.5014285714285
2017-05-15T00:00:00.000Z,309714.4285714286,1862.2128571428568
2017-05-22T00:00:00.000Z,336818.71428571426,2258.817857142857
2017-05-29T00:00:00.000Z,307692.14285714284,2367.462142857143
2017-06-05T00:00:00.000Z,284930.28571428574,2786.039285714286
2017-06-12T00:00:00.000Z,265358.4285714286,2563.0442857142857
2017-06-19T00:00:00.000Z,250983.42857142858,2659.594285714286
2017-06-26T00:00:00.000Z,245466.14285714287,2495.7314285714288
2017-07-03T00:00:00.000Z,231916.2857142857,2572.275714285714
2017-07-10T00:00:00.000Z,239061.85714285713,2252.809285714286
2017-07-17T00:00:00.000Z,235384.14285714287,2510.535714285714
2017-07-24T00:00:00.000Z,227116.57142857142,2680.9907142857146
2017-07-31T00:00:00.000Z,208630.7142857143,2898.7035714285716
2017-08-07T00:00:00.000Z,264475.4285714286,3548.0157142857142
2017-08-14T00:00:00.000Z,282640.4285714286,4165.170714285715
2017-08-21T00:00:00.000Z,235591.2857142857,4196.228571428571
2017-08-28T00:00:00.000Z,253263.85714285713,4588.2528571428575
2017-09-04T00:00:00.000Z,252920.7142857143,4375.312857142856
2017-09-11T00:00:00.000Z,251304.14285714287,3826.4449999999997
2017-09-18T00:00:00.000Z,229836.2857142857,3802.462142857143
2017-09-25T00:00:00.000Z,242136.7142857143,4104.751428571429
2017-10-02T00:00:00.000Z,262359,4365.032142857142
2017-10-09T00:00:00.000Z,296014.5714285714,5206.398571428572
2017-10-16T00:00:00.000Z,321360.5714285714,5727.073571428571
2017-10-23T00:00:00.000Z,290334.4285714286,5788.282142857143
2017-10-30T00:00:00.000Z,301437.4285714286,6835.214285714285
2017-11-06T00:00:00.000Z,271662.4285714286,6904.7985714285705
2017-11-13T00:00:00.000Z,293689.14285714284,7241.047142857143
2017-11-20T00:00:00.000Z,334805.14285714284,8319.549285714285
2017-11-27T00:00:00.000Z,374287.85714285716,10243.687857142857
2017-12-04T00:00:00.000Z,393544.28571428574,13656.86214285714
2017-12-11T00:00:00.000Z,402658,17292.74714285714
2017-12-18T00:00:00.000Z,349571.71428571426,15786.449285714285
2017-12-25T00:00:00.000Z,296816.28571428574,14244.844285714285
2018-01-01T00:00:00.000Z,353349.85714285716,15227.300714285715
2018-01-08T00:00:00.000Z,313165.71428571426,14203.349285714286
2018-01-15T00:00:00.000Z,271780.85714285716,11866.17142857143
2018-01-22T00:00:00.000Z,233140.57142857142,11146.739285714288
2018-01-29T00:00:00.000Z,219317.2857142857,9649.471428571429
2018-02-05T00:00:00.000Z,193477.42857142858,7939.090000000001
2018-02-12T00:00:00.000Z,183646.2857142857,9622.914285714285
2018-02-19T00:00:00.000Z,179836.2857142857,10424.175000000001
2018-02-26T00:00:00.000Z,194484.7142857143,10771.619999999999
2018-03-05T00:00:00.000Z,189020.85714285713,9931.425714285713
2018-03-12T00:00:00.000Z,183948.2857142857,8485
2018-03-19T00:00:00.000Z,176986.85714285713,8693.128571428571
2018-03-26T00:00:00.000Z,173504.7142857143,7470.010714285715
2018-04-02T00:00:00.000Z,171528.85714285713,7030.923571428572
2018-04-09T00:00:00.000Z,187180.14285714287,7472.135714285714
2018-04-16T00:00:00.000Z,197973,8408.49
2018-04-23T00:00:00.000Z,215190.14285714287,9172.559285714287
2018-04-30T00:00:00.000Z,207059.42857142858,9451.305000000002
2018-05-07T00:00:00.000Z,198983.57142857142,8969.41
2018-05-14T00:00:00.000Z,195579.2857142857,8367.891428571429
2018-05-21T00:00:00.000Z,190753.2857142857,7746.340714285713
2018-05-28T00:00:00.000Z,192979.42857142858,7464.823571428571
2018-06-04T00:00:00.000Z,198336.42857142858,7538.827142857143
2018-06-11T00:00:00.000Z,194215.42857142858,6548.727857142857
2018-06-18T00:00:00.000Z,187224.7142857143,6470.064285714286
2018-06-25T00:00:00.000Z,186700.57142857142,6179.542142857143
2018-07-02T00:00:00.000Z,192752.42857142858,6541.087857142857
2018-07-09T00:00:00.000Z,196325.2857142857,6372.74
2018-07-16T00:00:00.000Z,211868.14285714287,7250.520714285715
2018-07-23T00:00:00.000Z,222395.2857142857,8061.973571428572
2018-07-30T00:00:00.000Z,219073.57142857142,7545.455714285715
2018-08-06T00:00:00.000Z,213274.14285714287,6521.82
2018-08-13T00:00:00.000Z,220054.42857142858,6364.337857142857
2018-08-20T00:00:00.000Z,209922.85714285713,6552.365714285714
2018-08-27T00:00:00.000Z,224020.85714285713,7030.930714285714
2018-09-03T00:00:00.000Z,225432.85714285713,6747.210714285714
2018-09-10T00:00:00.000Z,220246.42857142858,6402.382142857144
2018-09-17T00:00:00.000Z,241147,6510.047142857143
2018-09-24T00:00:00.000Z,237597.7142857143,6573.910714285713
2018-10-01T00:00:00.000Z,236049.2857142857,6566.694999999999
2018-10-08T00:00:00.000Z,232977.85714285713,6426.294999999999
2018-10-15T00:00:00.000Z,247410.85714285713,6566.937857142858
2018-10-22T00:00:00.000Z,246298.2857142857,6476.415714285714
2018-10-29T00:00:00.000Z,270260,6366.322142857143
2018-11-05T00:00:00.000Z,276635.85714285716,6438.928571428572
2018-11-12T00:00:00.000Z,278431.71428571426,5854.653571428572
2018-11-19T00:00:00.000Z,263144.71428571426,4421.692857142857
2018-11-26T00:00:00.000Z,248707.7142857143,4064.871428571429
2018-12-03T00:00:00.000Z,252937,3694.0728571428567
2018-12-10T00:00:00.000Z,257831.14285714287,3363.569285714286
2018-12-17T00:00:00.000Z,276753.71428571426,3840.592142857143
2018-12-24T00:00:00.000Z,279937.14285714284,3887.297857142857
2018-12-31T00:00:00.000Z,266086.71428571426,3873.531428571429
2019-01-07T00:00:00.000Z,302367.28571428574,3853.957142857143
2019-01-14T00:00:00.000Z,301947.4285714286,3659.8935714285717
2019-01-21T00:00:00.000Z,296986.14285714284,3578.682857142857
2019-01-28T00:00:00.000Z,324527.5714285714,3456.191428571429
2019-02-04T00:00:00.000Z,333968.5714285714,3503.5564285714286
2019-02-11T00:00:00.000Z,321537.28571428574,3622.527857142857
2019-02-18T00:00:00.000Z,329060.28571428574,3954.072142857143
2019-02-25T00:00:00.000Z,351365.4285714286,3823.4007142857145
2019-03-04T00:00:00.000Z,269703.28571428574,3863.5528571428576
2019-03-11T00:00:00.000Z,278972.4285714286,3916.3307142857143
2019-03-18T00:00:00.000Z,282597.71428571426,4006.34
2019-03-25T00:00:00.000Z,370677.4285714286,4027.3578571428575
2019-04-01T00:00:00.000Z,368944.4285714286,4856.995714285715
2019-04-08T00:00:00.000Z,371237.71428571426,5168.756428571428
2019-04-15T00:00:00.000Z,363773,5230.410714285715
2019-04-22T00:00:00.000Z,366520.4285714286,5339.969285714285
2019-04-29T00:00:00.000Z,381651.71428571426,5512.495000000001
2019-05-06T00:00:00.000Z,352794.28571428574,6277.2128571428575
2019-05-13T00:00:00.000Z,367139.71428571426,7708.428571428571
2019-05-20T00:00:00.000Z,376150.4285714286,7960.182142857143
2019-05-27T00:00:00.000Z,357733.14285714284,8600.82857142857
2019-06-03T00:00:00.000Z,335934.71428571426,7892.250714285713
2019-06-10T00:00:00.000Z,339643.71428571426,8317.077857142856
2019-06-17T00:00:00.000Z,359850.5714285714,9770.353571428572
2019-06-24T00:00:00.000Z,372129.71428571426,11670.088571428572
2019-07-01T00:00:00.000Z,359847,11101.875714285718
2019-07-08T00:00:00.000Z,336389.28571428574,11697.52357142857
2019-07-15T00:00:00.000Z,322844.5714285714,10286.26
2019-07-22T00:00:00.000Z,306907.71428571426,9863.022857142856
2019-07-29T00:00:00.000Z,333603.28571428574,10172.124285714288
2019-08-05T00:00:00.000Z,333302.4285714286,11651.484285714285
2019-08-12T00:00:00.000Z,324582.85714285716,10509.549285714285
2019-08-19T00:00:00.000Z,318381.85714285716,10323.38357142857
2019-08-26T00:00:00.000Z,329857.14285714284,9845.495714285715
2019-09-02T00:00:00.000Z,334785.28571428574,10469.797142857144
2019-09-09T00:00:00.000Z,316250,10247.785714285714
2019-09-16T00:00:00.000Z,342295.5714285714,10131.11857142857
2019-09-23T00:00:00.000Z,321258.85714285716,8544.233571428571
2019-09-30T00:00:00.000Z,320461.28571428574,8186.08
2019-10-07T00:00:00.000Z,321122.71428571426,8362.300000000001
2019-10-14T00:00:00.000Z,321523.4285714286,8121.824285714286
2019-10-21T00:00:00.000Z,319570.14285714284,8382.076428571429
2019-10-28T00:00:00.000Z,302929,9297.527857142859
2019-11-04T00:00:00.000Z,314331.28571428574,9149.217857142856
2019-11-11T00:00:00.000Z,310005.71428571426,8664.838571428572
2019-11-18T00:00:00.000Z,308810.28571428574,7712.500714285714
2019-11-25T00:00:00.000Z,298767,7384.942857142857
2019-12-02T00:00:00.000Z,311359.5714285714,7424.699999999999
2019-12-09T00:00:00.000Z,309184,7301.0875
2019-12-09T00:00:00.000Z,297905,7184.125
2019-12-16T00:00:00.000Z,314998.28571428574,7089.192142857143
2019-12-23T00:00:00.000Z,290918,7313.147857142857
2019-12-30T00:00:00.000Z,293822.4285714286,7251.518571428572
2020-01-06T00:00:00.000Z,315177.28571428574,7969.010714285716
2020-01-13T00:00:00.000Z,313192,8661.381428571429
2020-01-20T00:00:00.000Z,306870.4285714286,8515.541428571427
2020-01-27T00:00:00.000Z,317349.85714285716,9242.037857142857
2020-02-03T00:00:00.000Z,327792.4285714286,9628.434285714286
2020-02-10T00:00:00.000Z,327059.71428571426,10120.505714285713
2020-02-17T00:00:00.000Z,321804.5714285714,9743.104285714286
2020-02-24T00:00:00.000Z,331171,8996.162857142857
2020-03-02T00:00:00.000Z,335401.14285714284,8849.416428571429
2020-03-09T00:00:00.000Z,299319.28571428574,6561.87
2020-03-16T00:00:00.000Z,255044.57142857142,5687.179999999999
2020-03-23T00:00:00.000Z,256992,6441.128571428572
2020-03-30T00:00:00.000Z,274340.28571428574,6645.195714285714
2020-04-06T00:00:00.000Z,275925,7112.505714285716
2020-04-13T00:00:00.000Z,292285.71428571426,6955.442857142857
2020-04-20T00:00:00.000Z,297593.4285714286,7276.172142857143
2020-04-27T00:00:00.000Z,313880.5714285714,8490.679285714286
2020-05-04T00:00:00.000Z,321909.5714285714,9274.316428571428
2020-05-11T00:00:00.000Z,294372.14285714284,9239.103571428572
2020-05-18T00:00:00.000Z,269954.85714285716,9353.314285714285
2020-05-25T00:00:00.000Z,282846.71428571426,9231.052857142859
2020-06-01T00:00:00.000Z,301290.5714285714,9694.272857142858
2020-06-08T00:00:00.000Z,310882.85714285716,9577.494999999999
2020-06-15T00:00:00.000Z,305733.4285714286,9347.10642857143
2020-06-22T00:00:00.000Z,307419.28571428574,9292.098571428573
2020-06-29T00:00:00.000Z,318708,9118.680714285716
2020-07-06T00:00:00.000Z,332863.71428571426,9270.986428571428
2020-07-13T00:00:00.000Z,316287,9182.377857142857
2020-07-20T00:00:00.000Z,326507.14285714284,9510.075714285715
2020-07-27T00:00:00.000Z,328185.85714285716,11127.904999999999
2020-08-03T00:00:00.000Z,312820.4285714286,11512.789285714285
2020-08-10T00:00:00.000Z,327796.85714285716,11679.55642857143
2020-08-17T00:00:00.000Z,317323.71428571426,11811.590714285714
2020-08-24T00:00:00.000Z,314357.4285714286,11492.917142857143
2020-08-31T00:00:00.000Z,313489.71428571426,10936.75857142857
2020-09-07T00:00:00.000Z,312108.5714285714,10275.647142857142
2020-09-14T00:00:00.000Z,322682.28571428574,10853.306428571426
2020-09-21T00:00:00.000Z,309385.4285714286,10585.881428571429
2020-09-28T00:00:00.000Z,313380.4285714286,10671.644285714287
2020-10-05T00:00:00.000Z,315373.4285714286,10907.520714285714
2020-10-12T00:00:00.000Z,304885.14285714284,11419.511428571428
2020-10-19T00:00:00.000Z,308255.28571428574,12577.558571428572
2020-10-26T00:00:00.000Z,266040.28571428574,13437.014285714284
2020-11-02T00:00:00.000Z,292849.4285714286,14559.156428571428
2020-11-09T00:00:00.000Z,300435.85714285716,15770.332857142856
2020-11-16T00:00:00.000Z,323236.71428571426,17766.92357142857
2020-11-23T00:00:00.000Z,313866.4285714286,18008.39642857143
2020-11-30T00:00:00.000Z,309810.85714285716,19034.352142857144
2020-12-07T00:00:00.000Z,306129.85714285716,18546.487142857142
2020-12-14T00:00:00.000Z,322945.14285714284,21611.110714285714
2020-12-21T00:00:00.000Z,298411.28571428574,24224.24642857143
2020-12-28T00:00:00.000Z,320396.71428571426,29136.610714285714
2021-01-04T00:00:00.000Z,362676.14285714284,36369.54642857143
2021-01-11T00:00:00.000Z,321842.5714285714,35923.17142857143
2021-01-18T00:00:00.000Z,304368.14285714284,33803.775714285715
2021-01-25T00:00:00.000Z,319834,32943.27642857143
2021-02-01T00:00:00.000Z,334059.71428571426,36851.097857142864
2021-02-08T00:00:00.000Z,330887.85714285716,46292.847142857136
2021-02-15T00:00:00.000Z,310862,52158.51571428571
2021-02-22T00:00:00.000Z,305570.14285714284,48417.100714285705
2021-03-01T00:00:00.000Z,301164.28571428574,48908.07857142856
2021-03-08T00:00:00.000Z,304776.5714285714,55939.12642857142
2021-03-15T00:00:00.000Z,296803.5714285714,57401.895000000004
2021-03-22T00:00:00.000Z,295110.4285714286,54412.721428571436
2021-03-29T00:00:00.000Z,300370.71428571426,58155.272142857146
2021-04-05T00:00:00.000Z,296531.28571428574,58314.760714285716
2021-04-12T00:00:00.000Z,278219.28571428574,61088.15000000001
2021-04-19T00:00:00.000Z,259497.57142857142,52577.46
2021-04-26T00:00:00.000Z,266140.14285714284,55050.31071428572
2021-05-03T00:00:00.000Z,291361.4285714286,56899.071428571435
2021-05-10T00:00:00.000Z,272846.4285714286,51596.39
2021-05-17T00:00:00.000Z,229693.85714285713,39095.701428571425
2021-05-24T00:00:00.000Z,215660.7142857143,37254.63285714285
2021-05-31T00:00:00.000Z,226256.7142857143,36826.34714285715
2021-06-07T00:00:00.000Z,224664.7142857143,35667.852857142854
2021-06-14T00:00:00.000Z,221735.42857142858,37880.94928571428
2021-06-21T00:00:00.000Z,198423.7142857143,32852.724285714285
2021-06-28T00:00:00.000Z,210497.7142857143,34523.21928571429
2021-07-05T00:00:00.000Z,212129,33827.17785714285
2021-07-12T00:00:00.000Z,211324.42857142858,32280.38071428571
2021-07-19T00:00:00.000Z,218147.14285714287,32308.82285714286
2021-07-26T00:00:00.000Z,239846.85714285713,39825.485714285714
2021-08-02T00:00:00.000Z,233701.14285714287,40850.32
2021-08-09T00:00:00.000Z,240423.2857142857,45865.19285714285
2021-08-16T00:00:00.000Z,243421.42857142858,47027.067142857144
2021-08-23T00:00:00.000Z,246150,48567.27642857143
2021-08-30T00:00:00.000Z,258524.57142857142,49013.575714285704
2021-09-06T00:00:00.000Z,251839.2857142857,47035.36214285715
2021-09-13T00:00:00.000Z,251927.7142857143,47083.037142857145
2021-09-20T00:00:00.000Z,249203.57142857142,42956.95642857143
2021-09-27T00:00:00.000Z,258335,44503.985714285714
2021-10-04T00:00:00.000Z,273262.85714285716,52988.37357142857
2021-10-11T00:00:00.000Z,272759.85714285716,58175.48785714286
2021-10-18T00:00:00.000Z,276093.28571428574,62422.23142857143
2021-10-25T00:00:00.000Z,277372.85714285716,61167.97714285715
2021-11-01T00:00:00.000Z,273839.71428571426,61807.90142857143
2021-11-08T00:00:00.000Z,280086.5714285714,65218.32785714285
2021-11-15T00:00:00.000Z,275873.5714285714,59934.79214285714
2021-11-22T00:00:00.000Z,270877.5714285714,56516.61785714285
2021-11-29T00:00:00.000Z,279411.71428571426,54631.61357142858
2021-12-06T00:00:00.000Z,261944.42857142858,49375.40000000001
2021-12-13T00:00:00.000Z,257597,47514.032857142854
2021-12-20T00:00:00.000Z,259842.2857142857,49357.532857142854
2021-12-27T00:00:00.000Z,241330.42857142858,47983.05357142857
2022-01-03T00:00:00.000Z,247976.42857142858,43785.09571428572
2022-01-10T00:00:00.000Z,258899.2857142857,42687.02142857143
2022-01-17T00:00:00.000Z,255917.85714285713,39663.70928571428
2022-01-24T00:00:00.000Z,250807.85714285713,36982.281428571434
2022-01-31T00:00:00.000Z,258073,39107.22214285714
2022-02-07T00:00:00.000Z,251608.85714285713,43354.08
2022-02-14T00:00:00.000Z,246548.42857142858,41619.154285714285
2022-02-21T00:00:00.000Z,242144,38182.380000000005
